filename, Diarrhea, Lack-of-Water, Normal, Soft-Poop
LW-58_jpg.rf.0cc080d3cfbab27b68e893452c288b51.jpg, 0, 1, 0, 0
N-34_jpg.rf.0378905079410c4b52b92be7ab390d6a.jpg, 0, 0, 1, 0
SP-11_jpg.rf.0404faf51807d2d5546bf9addf39b70b.jpg, 0, 0, 0, 1
N-210-1-_jpg.rf.0ea4e63884e2e68c87b9791aac43a89b.jpg, 0, 0, 1, 0
N-210-2-_jpg.rf.0799383308e8ba4270666a91d623b15b.jpg, 0, 0, 1, 0
N-173_jpg.rf.075132ec8715de1c256a08e343497a1e.jpg, 0, 0, 1, 0
D-191_jpg.rf.101082a89778b44072842389e204a7e4.jpg, 1, 0, 0, 0
LW-30_jpg.rf.05d6bd4eaeae9d2164032719e111c5d8.jpg, 0, 1, 0, 0
D-23_jpg.rf.120261b85d8624ce3a96313c235c2e06.jpg, 1, 0, 0, 0
LW-79_jpg.rf.12a2fcf920f932bf16265729847ed4a0.jpg, 0, 1, 0, 0
D-5_jpg.rf.0375ee5ff2d1011d8705cdc518d3d6e0.jpg, 1, 0, 0, 0
N-9_jpg.rf.0c4b768e762fd3ba6f406383351de28c.jpg, 0, 0, 1, 0
D-163_jpg.rf.06ea52e7aafdbecc31fa05d9f41cb5e0.jpg, 1, 0, 0, 0
D-7_jpg.rf.10764de9b5e6ef82cb00f345ba518d88.jpg, 1, 0, 0, 0
LW-21_jpg.rf.09f54700a6403eb27877462ef7369ed9.jpg, 0, 1, 0, 0
SP-106_jpg.rf.079f151fc897c00fc2b30a394129c796.jpg, 0, 0, 0, 1
D-15_jpg.rf.15eb6ddd0ad706d10213803e45161aae.jpg, 1, 0, 0, 0
D-178_jpg.rf.12efe3bafe81d0fda69e5a5de9fbae13.jpg, 1, 0, 0, 0
D-39_jpg.rf.05ed4718c549c9be7c5c4dde8ee91661.jpg, 1, 0, 0, 0
D-201_jpg.rf.1608d744300cbbbb8a2b1071e980ef77.jpg, 1, 0, 0, 0
LW-191_jpg.rf.199d114a1141420ec18d6d8c669307eb.jpg, 0, 1, 0, 0
SP-40_jpg.rf.1a36df745a7d49fd7ef279dcb2a015d9.jpg, 0, 0, 0, 1
N-5_jpg.rf.172789f735937f4e0846a8d816f70ca2.jpg, 0, 0, 1, 0
LW-166_jpg.rf.129f02d5f0401c996ee57bc563f88173.jpg, 0, 1, 0, 0
LW-39_jpg.rf.15e57485261b2d6bfef0ef0e0581af85.jpg, 0, 1, 0, 0
LW-177_jpg.rf.19a6b4301d792b893d980641fd92930e.jpg, 0, 1, 0, 0
LW-12_jpg.rf.1be5113580d7748fb86a0b647be270c5.jpg, 0, 1, 0, 0
N-19_jpg.rf.0852939eb31ea2b84574c8ed99d23494.jpg, 0, 0, 1, 0
N-54_jpg.rf.217eab7742ba05b3075380cd2d8bd37e.jpg, 0, 0, 1, 0
LW-153_jpg.rf.264f69b85dfc1c4d8b8d8524fec074c2.jpg, 0, 1, 0, 0
LW-7_jpg.rf.1c5db306199c4b68adb793c56f449db0.jpg, 0, 1, 0, 0
D-10_jpg.rf.251dfab619603ba7f31f85439302a9b4.jpg, 1, 0, 0, 0
SP-160_jpg.rf.28c2dc9a74de031d4c854c06ce4acf6b.jpg, 0, 0, 0, 1
N-16_jpg.rf.2d6ae7fd0a4a9fa2ef8c8fa1a72bac5e.jpg, 0, 0, 1, 0
N-72_jpg.rf.2d913e3bb2d71c6c66d46f27a6ddc874.jpg, 0, 0, 1, 0
D-108_jpg.rf.214348c551affb92c406c5855441b88a.jpg, 1, 0, 0, 0
D-58_jpg.rf.2675b7ed5f2354b950799cafc34d3ac0.jpg, 1, 0, 0, 0
SP-12_jpg.rf.2a29059409029e7b541f2740ee46f632.jpg, 0, 0, 0, 1
SP-64_jpg.rf.2dc6ecf8c6b3540b05396b8405a1e6f7.jpg, 0, 0, 0, 1
N-79_jpg.rf.25bad9bf576d28ed1f0ccebbf1b32555.jpg, 0, 0, 1, 0
LW-48_jpg.rf.2c6df45699aba378205b64e1bc84a0d1.jpg, 0, 1, 0, 0
D-58_jpg.rf.297a15d0eb9fd69cd5d00367a79a4dc1.jpg, 1, 0, 0, 0
SP-105_jpg.rf.2c8a76b5a1fe2579bee2b5f27f27dcea.jpg, 0, 0, 0, 1
D-29_jpg.rf.30d8cf3c734f702a2e5aaac77d079c90.jpg, 1, 0, 0, 0
D-90_jpg.rf.329efc38fbad0c75e0eba40e4dceb380.jpg, 1, 0, 0, 0
N-146_jpg.rf.309a488ebf522fc48da303dbd47239d1.jpg, 0, 0, 1, 0
N-75_jpg.rf.282af2c3238c115cfbc7289492e6c65c.jpg, 0, 0, 1, 0
N-8_jpg.rf.257fa9dde59876c706002f480a212ac4.jpg, 0, 0, 1, 0
SP-62_jpg.rf.3207cd5afa2ef9f4d696c3b23d2dc552.jpg, 0, 0, 0, 1
LW-142_jpg.rf.2dd54925dd4eb35be599fe238c698dce.jpg, 0, 1, 0, 0
D-112_jpg.rf.259e3d1e51e2dc93d87c12df857210f0.jpg, 1, 0, 0, 0
SP-96_jpg.rf.2f1f8f2bcd3699daa1c36e680d095e32.jpg, 0, 0, 0, 1
LW-32_jpg.rf.2f6cb9133516c93509136ff18926d7cc.jpg, 0, 1, 0, 0
D-158_jpg.rf.3054c7ef57e95cce3844cce139e03d93.jpg, 1, 0, 0, 0
LW-56_jpg.rf.3386f6464209bc6346076b63e5b40229.jpg, 0, 1, 0, 0
LW-145_jpg.rf.351a3cff6e59cbc592fa7e2d7e128c13.jpg, 0, 1, 0, 0
LW-26_jpg.rf.3f5f0cc8eb25fdf8951b80b2579d7e3a.jpg, 0, 1, 0, 0
LW-77_jpg.rf.39609764a910e21756907342cdeaaf3e.jpg, 0, 1, 0, 0
D-97_jpg.rf.392f86360b6a368b3b6d94dc7caaf0c6.jpg, 1, 0, 0, 0
N-23_jpg.rf.3c0bf9d121a3348f915a72150bb343a9.jpg, 0, 0, 1, 0
N-170_jpg.rf.48c0d908f2c948a792b055ae3f70c741.jpg, 0, 0, 1, 0
N-23_jpg.rf.47bbd9b4639e2ce531ad8826654e030c.jpg, 0, 0, 1, 0
SP-84_jpg.rf.42eafb2d064884839b970bafcc7afc6a.jpg, 0, 0, 0, 1
LW-34_jpg.rf.41bd61144727a1cccfaf52f38b2c7d7b.jpg, 0, 1, 0, 0
SP-27_jpg.rf.4bf875c03da9f6dbf36d6ec60c04f269.jpg, 0, 0, 0, 1
D-22_jpg.rf.40c12c328b73fb0ad50e0f268d3b22de.jpg, 1, 0, 0, 0
LW-113_jpg.rf.361076a9969440761927ce5eb5e4b589.jpg, 0, 1, 0, 0
D-164_jpg.rf.4afe467db45f1c13bb1f832cae73ce70.jpg, 1, 0, 0, 0
LW-72_jpg.rf.480bccc3fcbb3eddb4ef251b46dad060.jpg, 0, 1, 0, 0
SP-54_jpg.rf.5028c68337c0ca8ad04bb6cde9b62d92.jpg, 0, 0, 0, 1
LW-41_jpg.rf.355eecb067821f6875ad3cbf4d5464ca.jpg, 0, 1, 0, 0
N-102_jpg.rf.46f7d1b6547b73058000df604c1ef11a.jpg, 0, 0, 1, 0
N-71_jpg.rf.4a611bb68d7fb48bd3265f9d6927d923.jpg, 0, 0, 1, 0
N-10_jpg.rf.543b4415fbe68f031d0476e3c9d8ebfe.jpg, 0, 0, 1, 0
LW-29_jpg.rf.4ffe6e83ef43b0154a0c09c46e198ef6.jpg, 0, 1, 0, 0
D-151_jpg.rf.4f35783c965c020eebe9e4d80b4f7398.jpg, 1, 0, 0, 0
N-123_jpg.rf.47414899894f5e4a46b60b73552121c3.jpg, 0, 0, 1, 0
LW-2_jpg.rf.4a225f1da08b375e40e68777a863dfc9.jpg, 0, 1, 0, 0
N-54_jpg.rf.580fbdce9529cfb04ab34614ddc54acc.jpg, 0, 0, 1, 0
N-85_jpg.rf.574d12e215d194cd64f1b1edb3772112.jpg, 0, 0, 1, 0
D-141_jpg.rf.573ed420036dab845f7583977e92adc1.jpg, 1, 0, 0, 0
N-45_jpg.rf.57f96950e5c16d682990f486a6d4d964.jpg, 0, 0, 1, 0
N-82_jpg.rf.5883dd994bad4aa4ef0de3f492695123.jpg, 0, 0, 1, 0
N-92_jpg.rf.5819532e520bcc703f09efdfb80ed087.jpg, 0, 0, 1, 0
SP-190_jpg.rf.457654b27a5972c27ca84e565d38c6dc.jpg, 0, 0, 0, 1
SP-12_jpg.rf.59fe0f50d501f0e8f6164bdc8cee416e.jpg, 0, 0, 0, 1
SP-150_jpg.rf.59e5c41f54a27b5757f608e57f99af85.jpg, 0, 0, 0, 1
LW-8_jpg.rf.5bce2e55d2e521235a584f081a6799b7.jpg, 0, 1, 0, 0
LW-1_jpg.rf.6c7ded1dff0427d2ac64501a6c5ae265.jpg, 0, 1, 0, 0
SP-14_jpg.rf.765f516d05219c91fe951d65f61eb085.jpg, 0, 0, 0, 1
LW-52_jpg.rf.656d32c58010c8a18be3964726b6964a.jpg, 0, 1, 0, 0
D-63_jpg.rf.5fd9fb715188e5ec4d23d96660fb535c.jpg, 1, 0, 0, 0
N-140_jpg.rf.72b5d38ad6b68f03f8d2e3d751326ac3.jpg, 0, 0, 1, 0
SP-202_jpg.rf.6a6199c5ccda415f54b86aca123d1d94.jpg, 0, 0, 0, 1
LW-39_jpg.rf.6e00d4508f4aabc371307c65f8848072.jpg, 0, 1, 0, 0
D-41_jpg.rf.5c6ccccbeb90a86600c04fe759a87658.jpg, 1, 0, 0, 0
SP-28_jpg.rf.5f608398b66be813d0ca8e1a27ddc108.jpg, 0, 0, 0, 1
SP-192_jpg.rf.61c82932513674d50851b36e3278835f.jpg, 0, 0, 0, 1
SP-30_jpg.rf.6a493f0712e5cfea9ae29feb02ef5eed.jpg, 0, 0, 0, 1
LW-83_jpg.rf.7402ec1f1dbe168e04fee3545c53c040.jpg, 0, 1, 0, 0
D-82_jpg.rf.6468ebcefc1b7c75f7f3f9250e69fdda.jpg, 1, 0, 0, 0
D-3_jpg.rf.6fd35c77778c48283d172207f2c0c9a3.jpg, 1, 0, 0, 0
LW-116_jpg.rf.66f1fb73f592165456664de2415159ba.jpg, 0, 1, 0, 0
LW-52_jpg.rf.772ebe17dfc205e27d515dda7bb78239.jpg, 0, 1, 0, 0
SP-126_jpg.rf.6801de8e58af81a897eab80b96eb954b.jpg, 0, 0, 0, 1
LW-88_jpg.rf.602abbcbedac1fb78140a7767dc08d21.jpg, 0, 1, 0, 0
D-91_jpg.rf.6f6ecec779e69a646408a63a14ef1ef5.jpg, 1, 0, 0, 0
LW-35_jpg.rf.61aa2fa48a68fabe6be5c3a4e11d0d05.jpg, 0, 1, 0, 0
SP-196_jpg.rf.731237156dcf91cb4536c8a07bbde756.jpg, 0, 0, 0, 1
LW-183_jpg.rf.770034721ae2c9adc2cf833707a9bfa6.jpg, 0, 1, 0, 0
D-29_jpg.rf.6f14f7a2ef796f4ac636a79ec88002c1.jpg, 1, 0, 0, 0
N-51_jpg.rf.7cd82459af1b4681c018f6e2291532c6.jpg, 0, 0, 1, 0
LW-150_jpg.rf.77373225371701b9a74e686dfa306881.jpg, 0, 1, 0, 0
SP-135_jpg.rf.5f4dc1f808c9eb143a8a4026e4cb2854.jpg, 0, 0, 0, 1
N-2_jpg.rf.77f79c234eade9bb79933fecee62d45c.jpg, 0, 0, 1, 0
LW-60_jpg.rf.83c5f6813906e1a9e6b44be9c324c3c2.jpg, 0, 1, 0, 0
D-157_jpg.rf.77f9cdc9b024c844d1bd2de65d7ad4ae.jpg, 1, 0, 0, 0
LW-94_jpg.rf.634e611a6967aa60a294f26971c646ab.jpg, 0, 1, 0, 0
D-75_jpg.rf.7d912edc511dc8bdda139fd91d23c058.jpg, 1, 0, 0, 0
